722	646	1	245	743	588	350	550	393	664	180	540	301	433	220	906	272	644	808	311
518	250	417	538	855	812	923	297	761	907	858	413	338	501	511	888	748	469	38	582
866	234	765	262	493	706	961	568	700	627	548	355	958	302	412	582	685	268	692	66
494	973	935	619	445	309	371	327	811	348	626	400	42	442	313	959	505	942	999	210
880	591	642	362	415	519	417	868	713	209	702	181	847	506	709	96	542	490	440	278
459	299	2	11	965	201	924	163	192	483	950	562	739	969	737	176	42	132	515	36
966	815	979	873	615	234	975	45	493	536	678	26	389	779	381	815	896	908	797	732
290	476	813	47	478	384	408	811	76	448	558	821	396	591	5	396	648	908	238	429
518	460	578	879	103	344	95	837	719	258	884	401	655	847	498	655	42	120	966	183
26	674	497	965	473	390	546	391	652	645	638	871	824	271	61	261	798	419	289	985
851	524	393	682	965	527	888	198	405	749	747	366	586	402	640	694	696	565	210	332
20	684	928	464	850	302	566	15	341	280	53	895	293	174	962	195	326	822	415	58
171	36	838	369	818	94	78	933	318	24	592	63	953	612	436	961	697	57	342	640
471	669	343	955	498	71	812	497	719	809	331	298	562	906	453	373	364	892	32	961
889	805	828	201	494	490	339	843	688	272	571	628	31	973	654	710	720	862	723	253
380	20	688	559	701	24	433	230	366	944	909	967	255	791	11	4	987	36	655	200
105	505	185	937	743	798	361	684	362	195	875	989	102	246	461	812	320	318	73	727
457	403	791	668	532	130	510	190	999	154	94	627	590	471	802	359	843	593	388	662
377	802	678	563	258	225	780	162	462	434	160	780	145	891	643	563	837	477	297	118
483	620	498	608	125	891	749	453	928	294	520	411	868	272	99	880	265	85	885	234
930	354	893	275	506	662	756	877	191	674	247	131	727	531	986	292	844	686	926	481
537	279	939	145	307	837	661	286	9	38	827	903	745	333	51	166	676	434	571	902
251	895	374	196	929	944	757	172	669	2	522	412	543	414	689	611	856	624	721	480
679	786	989	778	690	889	209	292	237	458	546	85	979	680	556	789	898	528	149	51
611	463	83	924	133	897	16	991	47	116	344	312	90	236	558	503	440	723	278	546
830	144	737	409	679	242	982	506	264	143	499	909	426	542	500	864	560	88	359	604
292	847	75	639	757	59	340	547	747	429	30	792	625	151	555	594	14	535	251	496
632	161	555	457	462	442	452	480	440	514	300	1000	742	137	271	205	241	88	608	592
854	881	766	666	838	658	908	375	877	403	608	476	277	646	768	668	842	435	332	59
326	679	293	787	61	636	647	926	515	954	708	77	660	50	132	751	8	462	244	761
882	337	589	771	400	805	998	308	406	158	817	13	609	862	620	565	665	667	241	364
88	659	343	147	36	84	270	931	587	226	762	326	312	843	597	788	741	703	631	724
232	558	358	354	11	169	2	64	11	53	767	291	906	879	308	132	807	749	763	242
939	740	412	835	278	41	77	60	948	142	639	82	937	556	135	649	502	969	824	202
696	423	331	952	283	880	128	99	652	549	254	466	407	642	359	623	508	801	301	609
500	710	724	753	775	689	371	621	883	335	738	306	850	632	238	887	756	297	441	140
870	302	812	515	23	713	899	1	373	631	37	931	548	831	113	460	754	897	585	369
983	24	448	254	327	194	558	5	510	669	866	952	489	506	589	361	356	986	342	997
475	764	505	219	220	803	311	401	424	563	262	971	71	146	401	762	404	553	129	586
479	289	53	915	654	364	732	559	51	954	283	188	8	683	797	107	264	869	318	830
88	389	18	658	616	312	392	117	719	36	844	980	458	906	925	226	477	796	21	237
256	317	383	311	175	755	356	301	62	634	384	628	427	65	334	499	206	615	486	985
683	673	128	54	989	738	600	667	816	584	200	34	863	167	41	182	882	805	358	417
829	558	738	391	490	396	542	637	6	819	541	229	921	148	647	679	836	511	551	54
595	670	94	168	408	117	786	832	625	177	321	571	261	185	52	481	837	308	849	652
833	402	402	15	591	585	109	92	96	350	717	885	147	976	35	313	388	167	85	913
798	966	570	647	246	658	540	448	209	585	348	104	257	415	928	609	414	853	937	698
459	908	960	149	622	783	696	184	271	97	146	125	815	641	917	310	805	35	916	27
27	937	100	218	840	471	773	582	41	94	27	293	312	874	60	668	179	777	967	370
423	325	767	232	937	30	196	528	902	453	763	97	571	203	744	162	158	555	174	583
